STARTIME,Start Time,TRIPTIME,Mode_Group,Mode,Mode2,STOPS,Number of Stops
990,1900-01-00 16:30,5,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,15,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,10,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Vehicle Driver,Car,Car,1,1
474,1900-01-00 7:54,1,Walking,Walking,Walking,1,1
615,1900-01-00 10:15,5,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,5,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,20,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,10,Vehicle Driver,Car,Car,1,1
495,1900-01-00 8:15,5,Vehicle Driver,Car,Car,1,1
495,1900-01-00 8:15,5,Vehicle Passenger,Car,Car,1,1
961,1900-01-00 16:01,44,Train,Train,PT,3,3+
1170,1900-01-00 19:30,25,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,2,Vehicle Driver,Car,Car,1,1
490,1900-01-00 8:10,2,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,3,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,5,Vehicle Driver,Car,Car,1,1
755,1900-01-00 12:35,10,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,5,Vehicle Driver,Car,Car,1,1
740,1900-01-00 12:20,5,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,30,Vehicle Driver,Car,Car,1,1
1215,1900-01-00 20:15,25,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,30,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,25,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,10,Vehicle Driver,Car,Car,1,1
950,1900-01-00 15:50,10,Vehicle Driver,Car,Car,1,1
1090,1900-01-00 18:10,20,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,20,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,20,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,105,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,5,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,5,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,20,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,105,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,5,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,5,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,60,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,30,Walking,Walking,Walking,1,1
1065,1900-01-00 17:45,70,Vehicle Driver,Car,Car,1,1
1102,1900-01-00 18:22,2,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,55,Vehicle Driver,Car,Car,1,1
700,1900-01-00 11:40,60,Vehicle Passenger,Car,Car,1,1
700,1900-01-00 11:40,60,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,1,Walking,Walking,Walking,1,1
520,1900-01-00 8:40,10,Vehicle Driver,Car,Car,1,1
590,1900-01-00 9:50,10,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,5,Walking,Walking,Walking,1,1
860,1900-01-00 14:20,40,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,5,Walking,Walking,Walking,1,1
1380,1900-01-00 23:00,5,Vehicle Passenger,Car,Car,1,1
955,1900-01-00 15:55,5,Walking,Walking,Walking,1,1
1110,1900-01-00 18:30,5,Vehicle Passenger,Car,Car,1,1
1380,1900-01-00 23:00,5,Vehicle Passenger,Car,Car,1,1
855,1900-01-00 14:15,160,Train,Train,PT,6,3+
1140,1900-01-00 19:00,135,Train,Train,PT,4,3+
920,1900-01-00 15:20,40,Tram,Tram,PT,3,3+
722,1900-01-00 12:02,15,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,15,Walking,Walking,Walking,1,1
1190,1900-01-00 19:50,63,Train,Train,PT,5,3+
780,1900-01-00 13:00,8,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,8,Walking,Walking,Walking,1,1
610,1900-01-00 10:10,10,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,8,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,8,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,8,Walking,Walking,Walking,1,1
730,1900-01-00 12:10,20,Tram,Tram,PT,3,3+
750,1900-01-00 12:30,2,Walking,Walking,Walking,1,1
1098,1900-01-00 18:18,27,Vehicle Driver,Car,Car,1,1
1228,1900-01-00 20:28,20,Vehicle Driver,Car,Car,1,1
775,1900-01-00 12:55,65,Bus,Bus,PT,4,3+
900,1900-01-00 15:00,15,Walking,Walking,Walking,1,1
1098,1900-01-00 18:18,27,Vehicle Passenger,Car,Car,1,1
1228,1900-01-00 20:28,20,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,10,Walking,Walking,Walking,1,1
730,1900-01-00 12:10,30,Vehicle Driver,Car,Car,1,1
910,1900-01-00 15:10,20,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,15,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,15,Walking,Walking,Walking,1,1
1035,1900-01-00 17:15,50,Vehicle Driver,Car,Car,2,2
1035,1900-01-00 17:15,50,Vehicle Passenger,Car,Car,2,2
570,1900-01-00 9:30,5,Walking,Walking,Walking,1,1
870,1900-01-00 14:30,20,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,30,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,20,Vehicle Passenger,Car,Car,1,1
930,1900-01-00 15:30,30,Vehicle Passenger,Car,Car,1,1
1180,1900-01-00 19:40,15,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,7,Vehicle Driver,Car,Car,1,1
1180,1900-01-00 19:40,15,Vehicle Passenger,Car,Car,1,1
1290,1900-01-00 21:30,7,Vehicle Passenger,Car,Car,1,1
540,1900-01-00 9:00,65,Tram,Tram,PT,3,3+
710,1900-01-00 11:50,10,Walking,Walking,Walking,1,1
810,1900-01-00 13:30,15,Walking,Walking,Walking,1,1
600,1900-01-00 10:00,14,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,15,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,20,Walking,Walking,Walking,1,1
1160,1900-01-00 19:20,15,Walking,Walking,Walking,1,1
1245,1900-01-00 20:45,15,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,15,Walking,Walking,Walking,1,1
650,1900-01-00 10:50,20,Walking,Walking,Walking,1,1
920,1900-01-00 15:20,10,Walking,Walking,Walking,1,1
975,1900-01-00 16:15,15,Walking,Walking,Walking,1,1
425,1900-01-00 7:05,1,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,5,Walking,Walking,Walking,1,1
1280,1900-01-00 21:20,5,Walking,Walking,Walking,1,1
425,1900-01-00 7:05,1,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,5,Walking,Walking,Walking,1,1
1280,1900-01-00 21:20,5,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,5,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Driver,Car,Car,1,1
520,1900-01-00 8:40,30,Vehicle Driver,Car,Car,1,1
1115,1900-01-00 18:35,5,Walking,Walking,Walking,1,1
1205,1900-01-00 20:05,5,Walking,Walking,Walking,1,1
1115,1900-01-00 18:35,5,Walking,Walking,Walking,1,1
1205,1900-01-00 20:05,5,Walking,Walking,Walking,1,1
780,1900-01-00 13:00,30,Walking,Walking,Walking,1,1
1027,1900-01-00 17:07,68,Tram,Tram,PT,3,3+
760,1900-01-00 12:40,8,Walking,Walking,Walking,1,1
1005,1900-01-00 16:45,28,Tram,Tram,PT,3,3+
1080,1900-01-00 18:00,30,Walking,Walking,Walking,1,1
1215,1900-01-00 20:15,30,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,5,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,10,Walking,Walking,Walking,1,1
640,1900-01-00 10:40,10,Walking,Walking,Walking,1,1
980,1900-01-00 16:20,5,Walking,Walking,Walking,1,1
1110,1900-01-00 18:30,5,Walking,Walking,Walking,1,1
1365,1900-01-00 22:45,5,Walking,Walking,Walking,1,1
980,1900-01-00 16:20,10,Vehicle Driver,Car,Car,1,1
1185,1900-01-00 19:45,25,Vehicle Driver,Car,Car,1,1
465,1900-01-00 7:45,5,Vehicle Passenger,Car,Car,1,1
980,1900-01-00 16:20,10,Vehicle Passenger,Car,Car,1,1
1185,1900-01-00 19:45,25,Vehicle Passenger,Car,Car,1,1
1185,1900-01-00 19:45,25,Vehicle Passenger,Car,Car,1,1
1055,1900-01-00 17:35,5,Bicycle,Bicycle,Bicycle,1,1
1320,1900-01-00 22:00,5,Bicycle,Bicycle,Bicycle,1,1
1170,1900-01-00 19:30,15,Bicycle,Bicycle,Bicycle,1,1
1320,1900-01-00 22:00,5,Bicycle,Bicycle,Bicycle,1,1
490,1900-01-00 8:10,50,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,5,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,5,Vehicle Driver,Car,Car,1,1
650,1900-01-00 10:50,15,Vehicle Driver,Car,Car,1,1
650,1900-01-00 10:50,15,Vehicle Passenger,Car,Car,1,1
525,1900-01-00 8:45,15,Vehicle Driver,Car,Car,1,1
1010,1900-01-00 16:50,40,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,20,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,35,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,105,Vehicle Passenger,Car,Car,1,1
895,1900-01-00 14:55,40,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,2,Walking,Walking,Walking,1,1
700,1900-01-00 11:40,20,Vehicle Driver,Car,Car,1,1
1030,1900-01-00 17:10,20,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,20,Walking,Walking,Walking,2,2
670,1900-01-00 11:10,30,Walking,Walking,Walking,1,1
700,1900-01-00 11:40,20,Vehicle Passenger,Car,Car,1,1
1030,1900-01-00 17:10,20,Vehicle Passenger,Car,Car,1,1
1030,1900-01-00 17:10,20,Vehicle Passenger,Car,Car,1,1
500,1900-01-00 8:20,25,Vehicle Driver,Car,Car,1,1
1026,1900-01-00 17:06,94,Vehicle Driver,Car,Car,1,1
1245,1900-01-00 20:45,15,Vehicle Driver,Car,Car,2,2
1439,1900-01-00 23:59,76,Vehicle Driver,Car,Car,2,2
500,1900-01-00 8:20,25,Vehicle Passenger,Car,Car,1,1
345,1900-01-00 5:45,50,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,10,Bicycle,Bicycle,Bicycle,1,1
685,1900-01-00 11:25,10,Bicycle,Bicycle,Bicycle,1,1
1170,1900-01-00 19:30,30,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,35,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,30,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,35,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,30,Vehicle Driver,Car,Car,1,1
1065,1900-01-00 17:45,15,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,40,Vehicle Driver,Car,Car,1,1
1215,1900-01-00 20:15,15,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,5,Vehicle Passenger,Car,Car,1,1
760,1900-01-00 12:40,20,Vehicle Passenger,Car,Car,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,45,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,45,Vehicle Driver,Car,Car,1,1
585,1900-01-00 9:45,10,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,10,Vehicle Driver,Car,Car,1,1
755,1900-01-00 12:35,15,Walking,Walking,Walking,1,1
830,1900-01-00 13:50,15,Walking,Walking,Walking,1,1
1220,1900-01-00 20:20,33,Tram,Tram,PT,3,3+
1470,1900-01-01 0:30,15,Vehicle Passenger,Car,Car,1,1
1125,1900-01-00 18:45,45,Vehicle Driver,Car,Car,1,1
1410,1900-01-00 23:30,30,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,30,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Driver,Car,Car,1,1
1125,1900-01-00 18:45,45,Vehicle Passenger,Car,Car,1,1
1410,1900-01-00 23:30,30,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,15,Vehicle Passenger,Car,Car,1,1
1480,1900-01-01 0:40,20,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,80,Train,Train,PT,4,3+
825,1900-01-00 13:45,75,Train,Train,PT,4,3+
900,1900-01-00 15:00,20,Walking,Walking,Walking,1,1
940,1900-01-00 15:40,20,Walking,Walking,Walking,1,1
900,1900-01-00 15:00,20,Walking,Walking,Walking,1,1
940,1900-01-00 15:40,20,Walking,Walking,Walking,1,1
900,1900-01-00 15:00,20,Walking,Walking,Walking,1,1
940,1900-01-00 15:40,20,Walking,Walking,Walking,1,1
900,1900-01-00 15:00,20,Walking,Walking,Walking,1,1
940,1900-01-00 15:40,20,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,30,Vehicle Driver,Car,Car,1,1
635,1900-01-00 10:35,3,Walking,Walking,Walking,1,1
1215,1900-01-00 20:15,25,Vehicle Driver,Car,Car,1,1
1360,1900-01-00 22:40,20,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,45,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,45,Vehicle Passenger,Car,Car,1,1
1005,1900-01-00 16:45,20,Vehicle Driver,Car,Car,1,1
1350,1900-01-00 22:30,20,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,20,Vehicle Driver,Car,Car,1,1
1270,1900-01-00 21:10,20,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,20,Vehicle Passenger,Car,Car,1,1
1270,1900-01-00 21:10,20,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,5,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,5,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,15,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,37,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,30,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,15,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,37,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,30,Vehicle Passenger,Car,Car,1,1
910,1900-01-00 15:10,10,Bicycle,Bicycle,Bicycle,1,1
930,1900-01-00 15:30,10,Bicycle,Bicycle,Bicycle,1,1
690,1900-01-00 11:30,30,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,5,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,5,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,5,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,20,Vehicle Driver,Car,Car,1,1
1205,1900-01-00 20:05,20,Vehicle Driver,Car,Car,1,1
1085,1900-01-00 18:05,5,Walking,Walking,Walking,1,1
1150,1900-01-00 19:10,5,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,5,Walking,Walking,Walking,1,1
1150,1900-01-00 19:10,5,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,5,Walking,Walking,Walking,1,1
1150,1900-01-00 19:10,5,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,5,Walking,Walking,Walking,1,1
1150,1900-01-00 19:10,5,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,5,Walking,Walking,Walking,1,1
1150,1900-01-00 19:10,5,Walking,Walking,Walking,1,1
500,1900-01-00 8:20,15,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,5,Walking,Walking,Walking,1,1
810,1900-01-00 13:30,10,Vehicle Driver,Car,Car,1,1
825,1900-01-00 13:45,10,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,14,Tram,Tram,PT,3,3+
1080,1900-01-00 18:00,51,Tram,Tram,PT,5,3+
1492,1900-01-01 0:52,37,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,5,Walking,Walking,Walking,1,1
1205,1900-01-00 20:05,5,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,30,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,30,Vehicle Driver,Car,Car,1,1
450,1900-01-00 7:30,5,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,60,Train,Train,PT,3,3+
940,1900-01-00 15:40,8,Walking,Walking,Walking,1,1
990,1900-01-00 16:30,2,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,15,Vehicle Driver,Car,Car,1,1
745,1900-01-00 12:25,20,Vehicle Driver,Car,Car,1,1
835,1900-01-00 13:55,20,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,20,Vehicle Driver,Car,Car,1,1
1335,1900-01-00 22:15,20,Vehicle Driver,Car,Car,1,1
1105,1900-01-00 18:25,5,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,5,Vehicle Driver,Car,Car,1,1
1105,1900-01-00 18:25,5,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,5,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,30,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,10,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,5,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,15,Vehicle Driver,Car,Car,1,1
610,1900-01-00 10:10,5,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,10,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,10,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,10,Vehicle Driver,Car,Car,1,1
535,1900-01-00 8:55,15,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,80,Train,Train,PT,3,3+
922,1900-01-00 15:22,48,Train,Train,PT,3,3+
975,1900-01-00 16:15,3,Walking,Walking,Walking,1,1
1020,1900-01-00 17:00,15,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,75,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,60,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,105,Train,Train,PT,3,3+
870,1900-01-00 14:30,30,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,15,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,15,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,20,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,15,Vehicle Driver,Car,Car,1,1
645,1900-01-00 10:45,30,Vehicle Passenger,Car,Car,1,1
915,1900-01-00 15:15,30,Vehicle Passenger,Car,Car,1,1
540,1900-01-00 9:00,30,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,30,Walking,Walking,Walking,1,1
540,1900-01-00 9:00,30,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,30,Walking,Walking,Walking,1,1
825,1900-01-00 13:45,75,Vehicle Driver,Car,Car,1,1
740,1900-01-00 12:20,30,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,5,Vehicle Driver,Car,Car,1,1
1060,1900-01-00 17:40,15,Vehicle Driver,Car,Car,1,1
420,1900-01-00 7:00,10,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,45,Vehicle Passenger,Car,Car,1,1
1425,1900-01-00 23:45,20,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,45,Vehicle Driver,Car,Car,1,1
1425,1900-01-00 23:45,20,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,10,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,10,Walking,Walking,Walking,1,1
805,1900-01-00 13:25,10,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,30,Vehicle Driver,Car,Car,1,1
721,1900-01-00 12:01,34,Vehicle Driver,Car,Car,1,1
427,1900-01-00 7:07,43,Vehicle Driver,Car,Car,1,1
612,1900-01-00 10:12,13,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,15,Walking,Walking,Walking,1,1
495,1900-01-00 8:15,10,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,3,Vehicle Driver,Car,Car,1,1
730,1900-01-00 12:10,5,Vehicle Passenger,Car,Car,1,1
490,1900-01-00 8:10,70,Vehicle Driver,Car,Car,1,1
440,1900-01-00 7:20,40,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,15,Bicycle,Bicycle,Bicycle,1,1
923,1900-01-00 15:23,82,Train,Train,PT,5,3+
1230,1900-01-00 20:30,10,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,10,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,20,Vehicle Driver,Car,Car,1,1
940,1900-01-00 15:40,20,Vehicle Driver,Car,Car,1,1
725,1900-01-00 12:05,5,Vehicle Driver,Car,Car,1,1
1030,1900-01-00 17:10,60,Vehicle Driver,Car,Car,1,1
420,1900-01-00 7:00,30,Bicycle,Bicycle,Bicycle,1,1
1230,1900-01-00 20:30,80,Train,Train,PT,3,3+
1380,1900-01-00 23:00,75,Train,Train,PT,3,3+
901,1900-01-00 15:01,64,Train,Train,PT,3,3+
600,1900-01-00 10:00,60,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,60,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,60,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,60,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,45,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,20,Vehicle Passenger,Car,Car,1,1
964,1900-01-00 16:04,10,Walking,Walking,Walking,1,1
1010,1900-01-00 16:50,10,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,30,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Driver,Car,Car,1,1
770,1900-01-00 12:50,20,Bicycle,Bicycle,Bicycle,1,1
990,1900-01-00 16:30,15,Bicycle,Bicycle,Bicycle,1,1
770,1900-01-00 12:50,20,Bicycle,Bicycle,Bicycle,1,1
990,1900-01-00 16:30,15,Bicycle,Bicycle,Bicycle,1,1
770,1900-01-00 12:50,20,Bicycle,Bicycle,Bicycle,1,1
990,1900-01-00 16:30,15,Bicycle,Bicycle,Bicycle,1,1
770,1900-01-00 12:50,20,Bicycle,Bicycle,Bicycle,1,1
990,1900-01-00 16:30,15,Bicycle,Bicycle,Bicycle,1,1
660,1900-01-00 11:00,25,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,30,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,25,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,30,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,25,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,30,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,30,Vehicle Passenger,Car,Car,1,1
1380,1900-01-00 23:00,20,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,30,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,20,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,45,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,30,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,15,Walking,Walking,Walking,1,1
1110,1900-01-00 18:30,30,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,30,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,30,Vehicle Passenger,Car,Car,1,1
1290,1900-01-00 21:30,30,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,15,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,15,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,40,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,10,Vehicle Driver,Car,Car,1,1
964,1900-01-00 16:04,62,Vehicle Driver,Car,Car,1,1
1161,1900-01-00 19:21,27,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,10,Vehicle Driver,Car,Car,1,1
1120,1900-01-00 18:40,15,Vehicle Passenger,Car,Car,1,1
1340,1900-01-00 22:20,25,Vehicle Passenger,Car,Car,1,1
920,1900-01-00 15:20,20,Walking,Walking,Walking,1,1
1350,1900-01-00 22:30,10,Vehicle Driver,Car,Car,1,1
1400,1900-01-00 23:20,10,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,10,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,60,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,60,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,60,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,60,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,10,Vehicle Driver,Car,Car,1,1
775,1900-01-00 12:55,10,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,5,Vehicle Driver,Car,Car,1,1
1185,1900-01-00 19:45,5,Vehicle Driver,Car,Car,1,1
420,1900-01-00 7:00,10,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,5,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,15,Tram,Tram,PT,3,3+
1080,1900-01-00 18:00,32,Tram,Tram,PT,3,3+
1350,1900-01-00 22:30,32,Tram,Tram,PT,3,3+
460,1900-01-00 7:40,3,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,10,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,20,Vehicle Driver,Car,Car,1,1
945,1900-01-00 15:45,20,Vehicle Driver,Car,Car,1,1
465,1900-01-00 7:45,30,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,30,Walking,Walking,Walking,1,1
465,1900-01-00 7:45,30,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,30,Walking,Walking,Walking,1,1
790,1900-01-00 13:10,10,Vehicle Passenger,Car,Car,1,1
775,1900-01-00 12:55,10,Walking,Walking,Walking,1,1
1095,1900-01-00 18:15,55,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,30,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,55,Vehicle Passenger,Car,Car,1,1
1290,1900-01-00 21:30,30,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,3,Walking,Walking,Walking,1,1
860,1900-01-00 14:20,2,Walking,Walking,Walking,1,1
1035,1900-01-00 17:15,45,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,45,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,10,Vehicle Passenger,Car,Car,1,1
1183,1900-01-00 19:43,77,Vehicle Passenger,Car,Car,1,1
830,1900-01-00 13:50,10,Vehicle Driver,Car,Car,1,1
